tag_id,tag_name,tag_code,tag_category_l1,tag_category_l2,tag_subject_key,applicable_product,applicable_market_region,tag_value_type,tag_value_field_type,tag_value_desc,tag_status,business_definition,stat_period,update_frequency,data_latency,source_table,output_table,output_field,schedule_task_name,has_monitor,business_owner,data_owner,replacement_tag_code,offline_reason,offline_date,requirement_doc_url,current_version,online_date,latest_update_time,remark
TAG202605140136,Lovart Web首次进站使用的渠道号(没有则为空),user_lovart_web_first_visit_utm_channel,用户基础标签,渠道来源,uuid,Lovart,海外,string,STRING,Lovart Web首次进站使用的渠道号(没有则为空),已上线,Lovart Web首次进站使用的渠道号(没有则为空),首次,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_first_visit_utm_channel,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140137,Lovart Web首访时间,user_lovart_web_first_visit_time,用户行为标签,登录访问行为,uuid,Lovart,海外,string,DATETIME,Lovart Web首访时间,已上线,Lovart Web首访时间,首次,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_first_visit_time,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140138,Lovart Web首访日期(yyyymmdd),user_lovart_web_first_visit_pt,用户行为标签,登录访问行为,uuid,Lovart,海外,string,STRING,Lovart Web首访日期(yyyymmdd),已上线,Lovart Web首访日期(yyyymmdd),首次,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_first_visit_pt,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140139,Lovart Web首次访问所在国家,user_lovart_web_first_visit_country,用户基础标签,地域语言,uuid,Lovart,海外,string,STRING,Lovart Web首次访问所在国家,已上线,Lovart Web首次访问所在国家,首次,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_first_visit_country,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140140,Lovart Web首次访问所在省份,user_lovart_web_first_visit_province,用户基础标签,地域语言,uuid,Lovart,海外,string,STRING,Lovart Web首次访问所在省份,已上线,Lovart Web首次访问所在省份,首次,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_first_visit_province,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140141,Lovart Web末次进站使用的cid,user_lovart_web_last_visit_cid,用户基础标签,渠道来源,uuid,Lovart,海外,string,STRING,Lovart Web末次进站使用的cid,已上线,Lovart Web末次进站使用的cid,最近一次,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_last_visit_cid,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140142,Lovart Web末次进站使用的邀请码(没有则为空),user_lovart_web_last_visit_referral_code,用户基础标签,渠道来源,uuid,Lovart,海外,string,STRING,Lovart Web末次进站使用的邀请码(没有则为空),已上线,Lovart Web末次进站使用的邀请码(没有则为空),最近一次,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_last_visit_referral_code,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140143,Lovart Web末次进站使用的渠道号(没有则为空),user_lovart_web_last_visit_utm_channel,用户基础标签,渠道来源,uuid,Lovart,海外,string,STRING,Lovart Web末次进站使用的渠道号(没有则为空),已上线,Lovart Web末次进站使用的渠道号(没有则为空),最近一次,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_last_visit_utm_channel,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140144,Lovart Web末次访时间,user_lovart_web_last_visit_time,用户行为标签,登录访问行为,uuid,Lovart,海外,string,DATETIME,Lovart Web末次访时间,已上线,Lovart Web末次访时间,最近一次,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_last_visit_time,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140145,Lovart Web末次访日期(yyyymmdd),user_lovart_web_last_visit_pt,用户行为标签,登录访问行为,uuid,Lovart,海外,string,STRING,Lovart Web末次访日期(yyyymmdd),已上线,Lovart Web末次访日期(yyyymmdd),最近一次,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_last_visit_pt,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140146,Lovart Web末次访问所在国家,user_lovart_web_last_visit_country,用户基础标签,地域语言,uuid,Lovart,海外,string,STRING,Lovart Web末次访问所在国家,已上线,Lovart Web末次访问所在国家,最近一次,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_last_visit_country,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140147,Lovart Web末次访问所在省份,user_lovart_web_last_visit_province,用户基础标签,地域语言,uuid,Lovart,海外,string,STRING,Lovart Web末次访问所在省份,已上线,Lovart Web末次访问所在省份,最近一次,日,T+1,dwd_lovart_web_event_hi,dws_uuid_active_profile_df,lovart_web_last_visit_province,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140148,Lovart Web首次使用的邀请码(没有则为空),user_first_use_referral_code,用户基础标签,渠道来源,uuid,Lovart,海外,string,STRING,Lovart Web首次使用的邀请码(没有则为空),已上线,Lovart Web首次使用的邀请码(没有则为空),首次,日,T+1,ods_op_experience_code_usage_df,dws_uuid_active_profile_df,first_use_referral_code,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140149,Lovart Web首次使用邀请码时间(没有则为空),user_first_use_user_time,用户基础标签,渠道来源,uuid,Lovart,海外,string,DATETIME,Lovart Web首次使用邀请码时间(没有则为空),已上线,Lovart Web首次使用邀请码时间(没有则为空),首次,日,T+1,ods_op_experience_code_usage_df,dws_uuid_active_profile_df,first_use_user_time,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140150,"Lovart Web首次使用邀请码日期(yyyymmdd,  没有则为空)",user_first_use_user_pt,用户基础标签,渠道来源,uuid,Lovart,海外,string,STRING,"Lovart Web首次使用邀请码日期(yyyymmdd,  没有则为空)",已上线,"Lovart Web首次使用邀请码日期(yyyymmdd,  没有则为空)",首次,日,T+1,ods_op_experience_code_usage_df,dws_uuid_active_profile_df,first_use_user_pt,dws_uuid_active_profile_df,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
